81;4;T;X;1;A15;A15.5;A15.5;A155;Tuberculose du larynx, de la trachée et des bronches, avec confirmation bactériologique, par biologie moléculaire ou histologique;Tuberculose de l’appareil respiratoire, avec confirmation bactériologique, par biologie moléculaire ou histologique;Tuberculose du larynx, de la trachée et des bronches, avec confirmation bactériologique, par biologie moléculaire ou histologique;;7;9;9;9999;9999;9;N;J;
82;4;T;X;1;A15;A15.6;A15.6;A156;Pleurésie tuberculeuse, avec confirmation bactériologique, par biologie moléculaire ou histologique;Tuberculose de l’appareil respiratoire, avec confirmation bactériologique, par biologie moléculaire ou histologique;Pleurésie tuberculeuse, avec confirmation bactériologique, par biologie moléculaire ou histologique;;7;9;9;9999;9999;9;N;J;
83;4;T;X;1;A15;A15.7;A15.7;A157;Primo-infection tuberculeuse de l’appareil respiratoire, avec confirmation bactériologique, par biologie moléculaire ou histologique;Tuberculose de l’appareil respiratoire, avec confirmation bactériologique, par biologie moléculaire ou histologique;Primo-infection tuberculeuse de l’appareil respiratoire, avec confirmation bactériologique, par biologie moléculaire ou histologique;;7;9;9;9999;9999;9;N;J;
84;4;T;X;1;A15;A15.8;A15.8;A158;Autres formes de tuberculose de l’appareil respiratoire, avec confirmation, bactériologique, par biologie moléculaire ou histologique;Tuberculose de l’appareil respiratoire, avec confirmation bactériologique, par biologie moléculaire ou histologique;Autres formes de tuberculose de l’appareil respiratoire, avec confirmation, bactériologique, par biologie moléculaire ou histologique;;7;9;9;9999;9999;9;N;J;
85;4;T;X;1;A15;A15.9;A15.9;A159;Tuberculose de l’appareil respiratoire sans précision, avec confirmation bactériologique, par biologie moléculaire et histologique;Tuberculose de l’appareil respiratoire, avec confirmation bactériologique, par biologie moléculaire ou histologique;Tuberculose de l’appareil respiratoire sans précision, avec confirmation bactériologique, par biologie moléculaire et histologique;;7;9;9;9999;9999;9;N;J;
86;3;N;X;1;A15;A16.-;A16;A16;Tuberculose de l’appareil respiratoire, sans confirmation bactériologique, par biologie moléculaire ou histologique;Tuberculose de l’appareil respiratoire, sans confirmation bactériologique, par biologie moléculaire ou histologique;;;7;9;9;9999;9999;9;N;J;
87;4;T;X;1;A15;A16.0;A16.0;A160;Tuberculose pulmonaire, sans confirmation bactériologique, par biologie moléculaire ou histologique;Tuberculose de l’appareil respiratoire, sans confirmation bactériologique, par biologie moléculaire ou histologique;Tuberculose pulmonaire, sans confirmation bactériologique, par biologie moléculaire ou histologique;;7;9;9;9999;9999;9;N;J;
88;4;T;X;1;A15;A16.1;A16.1;A161;Tuberculose pulmonaire, sans examen bactériologique, par biologie moléculaire et histologique;Tuberculose de l’appareil respiratoire, sans confirmation bactériologique, par biologie moléculaire ou histologique;Tuberculose pulmonaire, sans examen bactériologique, par biologie moléculaire et histologique;;7;9;9;9999;9999;9;N;J;
89;4;T;X;1;A15;A16.2;A16.2;A162;Tuberculose pulmonaire, sans mention de confirmation bactériologique, par biologie moléculaire ou histologique;Tuberculose de l’appareil respiratoire, sans confirmation bactériologique, par biologie moléculaire ou histologique;Tuberculose pulmonaire, sans mention de confirmation bactériologique, par biologie moléculaire ou histologique;;7;9;9;9999;9999;9;N;J;
90;4;T;X;1;A15;A16.3;A16.3;A163;Tuberculose des ganglions intrathoraciques, sans mention de confirmation, bactériologique, par biologie moléculaire ou histologique;Tuberculose de l’appareil respiratoire, sans confirmation bactériologique, par biologie moléculaire ou histologique;Tuberculose des ganglions intrathoraciques, sans mention de confirmation, bactériologique, par biologie moléculaire ou histologique;;7;9;9;9999;9999;9;N;J;
91;4;T;X;1;A15;A16.4;A16.4;A164;Tuberculose du larynx, de la trachée et des bronches, sans mention de confirmation bactériologique, par biologie moléculaire ou histologique;Tuberculose de l’appareil respiratoire, sans confirmation bactériologique, par biologie moléculaire ou histologique;Tuberculose du larynx, de la trachée et des bronches, sans mention de confirmation bactériologique, par biologie moléculaire ou histologique;;7;9;9;9999;9999;9;N;J;
92;4;T;X;1;A15;A16.5;A16.5;A165;Pleurésie tuberculeuse, sans mention de confirmation bactériologique, par biologie moléculaire ou histologique;Tuberculose de l’appareil respiratoire, sans confirmation bactériologique, par biologie moléculaire ou histologique;Pleurésie tuberculeuse, sans mention de confirmation bactériologique, par biologie moléculaire ou histologique;;7;9;9;9999;9999;9;N;J;
93;4;T;X;1;A15;A16.7;A16.7;A167;Primo-infection tuberculeuse de l’appareil respiratoire, sans mention de confirmation bactériologique, par biologie moléculaire ou histologique;Tuberculose de l’appareil respiratoire, sans confirmation bactériologique, par biologie moléculaire ou histologique;Primo-infection tuberculeuse de l’appareil respiratoire, sans mention de confirmation bactériologique, par biologie moléculaire ou histologique;;7;9;9;9999;9999;9;N;J;
94;4;T;X;1;A15;A16.8;A16.8;A168;Autres formes de tuberculose de l’appareil respiratoire, sans mention de confirmation bactériologique, par biologie moléculaire ou histologique;Tuberculose de l’appareil respiratoire, sans confirmation bactériologique, par biologie moléculaire ou histologique;Autres formes de tuberculose de l’appareil respiratoire, sans mention de confirmation bactériologique, par biologie moléculaire ou histologique;;7;9;9;9999;9999;9;N;J;
95;4;T;X;1;A15;A16.9;A16.9;A169;Tuberculose de l’appareil respiratoire sans précision, sans mention de confirmation bactériologique, par biologie moléculaire ou histologique;Tuberculose de l’appareil respiratoire, sans confirmation bactériologique, par biologie moléculaire ou histologique;Tuberculose de l’appareil respiratoire sans précision, sans mention de confirmation bactériologique, par biologie moléculaire ou histologique;;7;9;9;9999;9999;9;N;J;
96;3;N;X;1;A15;A17.-;A17;A17;Tuberculose du système nerveux;Tuberculose du système nerveux;;;8;9;9;9999;9999;9;N;J;
97;4;T;X;1;A15;A17.0;A17.0;A170;Méningite tuberculeuse;Tuberculose du système nerveux;Méningite tuberculeuse;;8;9;9;9999;9999;9;N;J;
98;4;T;X;1;A15;A17.1;A17.1;A171;Tuberculome méningé;Tuberculose du système nerveux;Tuberculome méningé;;8;9;9;9999;9999;9;N;J;
99;4;T;X;1;A15;A17.8;A17.8;A178;Autres formes de tuberculose du système nerveux;Tuberculose du système nerveux;Autres formes de tuberculose du système nerveux;;8;9;9;9999;9999;9;N;J;
100;4;T;X;1;A15;A17.9;A17.9;A179;Tuberculose du système nerveux, sans précision;Tuberculose du système nerveux;Tuberculose du système nerveux, sans précision;;8;9;9;9999;9999;9;N;J;
101;3;N;X;1;A15;A18.-;A18;A18;Tuberculose d’autres organes;Tuberculose d’autres organes;;;8;9;9;9999;9999;9;N;J;
102;4;T;X;1;A15;A18.0;A18.0;A180;Tuberculose des os et des articulations;Tuberculose d’autres organes;Tuberculose des os et des articulations;;8;9;9;9999;9999;9;N;J;
103;4;T;X;1;A15;A18.1;A18.1;A181;Tuberculose de l’appareil génito-urinaire;Tuberculose d’autres organes;Tuberculose de l’appareil génito-urinaire;;8;9;9;9999;9999;9;N;J;
104;4;T;X;1;A15;A18.2;A18.2;A182;Adénopathie tuberculeuse périphérique;Tuberculose d’autres organes;Adénopathie tuberculeuse périphérique;;8;9;9;9999;9999;9;N;J;
105;4;T;X;1;A15;A18.3;A18.3;A183;Tuberculose de l’intestin, du péritoine et des ganglions mésentériques;Tuberculose d’autres organes;Tuberculose de l’intestin, du péritoine et des ganglions mésentériques;;8;9;9;9999;9999;9;N;J;
106;4;T;X;1;A15;A18.4;A18.4;A184;Tuberculose de la peau et du tissu cellulaire sous-cutané;Tuberculose d’autres organes;Tuberculose de la peau et du tissu cellulaire sous-cutané;;8;9;9;9999;9999;9;N;J;
107;4;T;X;1;A15;A18.5;A18.5;A185;Tuberculose de l’œil;Tuberculose d’autres organes;Tuberculose de l’œil;;8;9;9;9999;9999;9;N;J;
108;4;T;X;1;A15;A18.6;A18.6;A186;Tuberculose de l’oreille;Tuberculose d’autres organes;Tuberculose de l’oreille;;8;9;9;9999;9999;9;N;J;
109;4;T;X;1;A15;A18.7;A18.7;A187;Tuberculose des surrénales;Tuberculose d’autres organes;Tuberculose des surrénales;;8;9;9;9999;9999;9;N;J;
110;4;T;X;1;A15;A18.8;A18.8;A188;Tuberculose d’autres organes précisés;Tuberculose d’autres organes;Tuberculose d’autres organes précisés;;8;9;9;9999;9999;9;N;J;
111;3;N;X;1;A15;A19.-;A19;A19;Tuberculose miliaire;Tuberculose miliaire;;;8;9;9;9999;9999;9;N;J;
112;4;T;X;1;A15;A19.0;A19.0;A190;Tuberculose miliaire aiguë, localisation unique et précisée;Tuberculose miliaire;Tuberculose miliaire aiguë, localisation unique et précisée;;8;9;9;9999;9999;9;N;J;
113;4;T;X;1;A15;A19.1;A19.1;A191;Tuberculose miliaire aiguë, sièges multiples;Tuberculose miliaire;Tuberculose miliaire aiguë, sièges multiples;;8;9;9;9999;9999;9;N;J;
114;4;T;X;1;A15;A19.2;A19.2;A192;Tuberculose miliaire aiguë, sans précision;Tuberculose miliaire;Tuberculose miliaire aiguë, sans précision;;8;9;9;9999;9999;9;N;J;
115;4;T;X;1;A15;A19.8;A19.8;A198;Autres tuberculoses miliaires;Tuberculose miliaire;Autres tuberculoses miliaires;;8;9;9;9999;9999;9;N;J;
116;4;T;X;1;A15;A19.9;A19.9;A199;Tuberculose miliaire, sans précision;Tuberculose miliaire;Tuberculose miliaire, sans précision;;8;9;9;9999;9999;9;N;J;
117;3;N;X;1;A20;A20.-;A20;A20;Peste;Peste;;;9;9;9;9999;9999;9;J;J;
118;4;T;X;1;A20;A20.0;A20.0;A200;Peste bubonique;Peste;Peste bubonique;;9;9;9;9999;9999;9;J;J;
119;4;T;X;1;A20;A20.1;A20.1;A201;Peste cutanée;Peste;Peste cutanée;;9;9;9;9999;9999;9;J;J;
120;4;T;X;1;A20;A20.2;A20.2;A202;Peste pulmonaire;Peste;Peste pulmonaire;;9;9;9;9999;9999;9;J;J;
121;4;T;X;1;A20;A20.3;A20.3;A203;Peste méningée;Peste;Peste méningée;;9;9;9;9999;9999;9;J;J;
122;4;T;X;1;A20;A20.7;A20.7;A207;Peste septicémique;Peste;Peste septicémique;;9;9;9;9999;9999;9;J;J;
123;4;T;X;1;A20;A20.8;A20.8;A208;Autres formes de peste;Peste;Autres formes de peste;;9;9;9;9999;9999;9;J;J;
124;4;T;X;1;A20;A20.9;A20.9;A209;Peste, sans précision;Peste;Peste, sans précision;;9;9;9;9999;9999;9;J;J;
125;3;N;X;1;A20;A21.-;A21;A21;Tularémie;Tularémie;;;18;9;9;9999;9999;9;N;J;
126;4;T;X;1;A20;A21.0;A21.0;A210;Tularémie ulcéro-glandulaire;Tularémie;Tularémie ulcéro-glandulaire;;18;9;9;9999;9999;9;N;J;
127;4;T;X;1;A20;A21.1;A21.1;A211;Tularémie oculo-glandulaire;Tularémie;Tularémie oculo-glandulaire;;18;9;9;9999;9999;9;N;J;
128;4;T;X;1;A20;A21.2;A21.2;A212;Tularémie pulmonaire;Tularémie;Tularémie pulmonaire;;18;9;9;9999;9999;9;N;J;
129;4;T;X;1;A20;A21.3;A21.3;A213;Tularémie gastro-intestinale;Tularémie;Tularémie gastro-intestinale;;18;9;9;9999;9999;9;N;J;
130;4;T;X;1;A20;A21.7;A21.7;A217;Tularémie généralisée;Tularémie;Tularémie généralisée;;18;9;9;9999;9999;9;N;J;
131;4;T;X;1;A20;A21.8;A21.8;A218;Autres formes de tularémie;Tularémie;Autres formes de tularémie;;18;9;9;9999;9999;9;N;J;
132;4;T;X;1;A20;A21.9;A21.9;A219;Tularémie, sans précision;Tularémie;Tularémie, sans précision;;18;9;9;9999;9999;9;N;J;
133;3;N;X;1;A20;A22.-;A22;A22;Charbon;Charbon;;;18;9;9;9999;9999;9;N;J;
134;4;T;X;1;A20;A22.0;A22.0;A220;Charbon cutané;Charbon;Charbon cutané;;18;9;9;9999;9999;9;N;J;
135;4;T;X;1;A20;A22.1;A22.1;A221;Charbon pulmonaire;Charbon;Charbon pulmonaire;;18;9;9;9999;9999;9;N;J;
